"timestamp","event_type","page","session_id","context_mode","prompt","response","start","destination","travel_mode","source_language","target_language","text_length","response_length","notes"
"2026-03-08T21:43:11.2073171Z","plan","planner","seed-49","","Plan a 5 day trip to Varanasi by Train.","Planner output for Varanasi with budget and route guidance.","Chennai","Varanasi","Train","","","39","59","Trip planning action."
"2026-03-08T22:25:11.2073171Z","chat","chat","seed-49","trip","Tell me about Goa and nearby food in trip mode.","Trip-aware answer for Goa with itinerary details.","","Goa","","","","47","49","Trip context enabled."
"2026-03-08T23:07:11.2073171Z","translate","translet","seed-49","","Please translate a travel phrase for Mumbai into bn.","Translated output for Mumbai in bn.","","Mumbai","","ta","bn","52","35","Translet page usage."
"2026-03-08T23:49:11.2073171Z","plan","planner","seed-50","","Plan a 8 day trip to Kochi by Train.","Planner output for Kochi with budget and route guidance.","Bengaluru","Kochi","Train","","","36","56","Planner route generated."
"2026-03-09T00:31:11.2073171Z","chat","chat","seed-50","expert","Tell me about Varanasi and nearby food in expert mode.","Expert advice for Varanasi without saved trip context.","","Varanasi","","","","54","54","Travel expert mode."
"2026-03-09T01:13:11.2073171Z","translate","translet","seed-50","","Please translate a travel phrase for Goa into kn.","Translated output for Goa in kn.","","Goa","","ml","kn","49","32","Google Cloud Translation request."
"2026-03-09T01:55:11.2073171Z","plan","planner","seed-51","","Plan a 4 day trip to Mumbai by Train.","Planner output for Mumbai with budget and route guidance.","Chennai","Mumbai","Train","","","37","57","Trip planning action."
"2026-03-09T02:37:11.2073171Z","chat","chat","seed-51","trip","Tell me about Kochi and nearby food in trip mode.","Trip-aware answer for Kochi with itinerary details.","","Kochi","","","","49","51","Trip context enabled."
"2026-03-09T03:19:11.2073171Z","translate","translet","seed-51","","Please translate a travel phrase for Varanasi into pa.","Translated output for Varanasi in pa.","","Varanasi","","en","pa","54","37","Translet page usage."
"2026-03-09T04:01:11.2073171Z","plan","planner","seed-52","","Plan a 7 day trip to Goa by Train.","Planner output for Goa with budget and route guidance.","Bengaluru","Goa","Train","","","34","54","Planner route generated."
"2026-03-09T04:43:11.2073171Z","chat","chat","seed-52","expert","Tell me about Mumbai and nearby food in expert mode.","Expert advice for Mumbai without saved trip context.","","Mumbai","","","","52","52","Travel expert mode."
"2026-03-09T05:25:11.2073171Z","translate","translet","seed-52","","Please translate a travel phrase for Kochi into as.","Translated output for Kochi in as.","","Kochi","","bn","as","51","34","Google Cloud Translation request."
"2026-03-09T06:07:11.2073171Z","plan","planner","seed-53","","Plan a 3 day trip to Varanasi by Train.","Planner output for Varanasi with budget and route guidance.","Chennai","Varanasi","Train","","","39","59","Trip planning action."
"2026-03-09T06:49:11.2073171Z","chat","chat","seed-53","trip","Tell me about Goa and nearby food in trip mode.","Trip-aware answer for Goa with itinerary details.","","Goa","","","","47","49","Trip context enabled."
"2026-03-09T07:31:11.2073171Z","translate","translet","seed-53","","Please translate a travel phrase for Mumbai into mr.","Translated output for Mumbai in mr.","","Mumbai","","kn","mr","52","35","Translet page usage."
"2026-03-09T08:13:11.2073171Z","plan","planner","seed-54","","Plan a 6 day trip to Kochi by Train.","Planner output for Kochi with budget and route guidance.","Bengaluru","Kochi","Train","","","36","56","Planner route generated."
"2026-03-09T08:55:11.2073171Z","chat","chat","seed-54","expert","Tell me about Varanasi and nearby food in expert mode.","Expert advice for Varanasi without saved trip context.","","Varanasi","","","","54","54","Travel expert mode."
"2026-03-09T09:37:11.2073171Z","translate","translet","seed-54","","Please translate a travel phrase for Goa into te.","Translated output for Goa in te.","","Goa","","auto","te","49","32","Google Cloud Translation request."
"2026-03-09T10:19:11.2073171Z","plan","planner","seed-55","","Plan a 2 day trip to Mumbai by Train.","Planner output for Mumbai with budget and route guidance.","Chennai","Mumbai","Train","","","37","57","Trip planning action."
"2026-03-09T11:01:11.2073171Z","chat","chat","seed-55","trip","Tell me about Kochi and nearby food in trip mode.","Trip-aware answer for Kochi with itinerary details.","","Kochi","","","","49","51","Trip context enabled."
"2026-03-09T11:43:11.2073171Z","translate","translet","seed-55","","Please translate a travel phrase for Varanasi into gu.","Translated output for Varanasi in gu.","","Varanasi","","mr","gu","54","37","Translet page usage."
"2026-03-09T12:25:11.2073171Z","plan","planner","seed-56","","Plan a 5 day trip to Goa by Train.","Planner output for Goa with budget and route guidance.","Bengaluru","Goa","Train","","","34","54","Planner route generated."
"2026-03-09T13:07:11.2073171Z","chat","chat","seed-56","expert","Tell me about Mumbai and nearby food in expert mode.","Expert advice for Mumbai without saved trip context.","","Mumbai","","","","52","52","Travel expert mode."
"2026-03-09T13:49:11.2073171Z","translate","translet","seed-56","","Please translate a travel phrase for Kochi into or.","Translated output for Kochi in or.","","Kochi","","te","or","51","34","Google Cloud Translation request."
"2026-03-09T14:31:11.2073171Z","plan","planner","seed-57","","Plan a 8 day trip to Varanasi by Train.","Planner output for Varanasi with budget and route guidance.","Chennai","Varanasi","Train","","","39","59","Trip planning action."
"2026-03-09T15:13:11.2073171Z","chat","chat","seed-57","trip","Tell me about Goa and nearby food in trip mode.","Trip-aware answer for Goa with itinerary details.","","Goa","","","","47","49","Trip context enabled."
"2026-03-09T15:55:11.2073171Z","translate","translet","seed-57","","Please translate a travel phrase for Mumbai into hi.","Translated output for Mumbai in hi.","","Mumbai","","gu","hi","52","35","Translet page usage."
"2026-03-09T16:37:11.2073171Z","plan","planner","seed-58","","Plan a 4 day trip to Kochi by Train.","Planner output for Kochi with budget and route guidance.","Bengaluru","Kochi","Train","","","36","56","Planner route generated."
"2026-03-09T17:19:11.2073171Z","chat","chat","seed-58","expert","Tell me about Varanasi and nearby food in expert mode.","Expert advice for Varanasi without saved trip context.","","Varanasi","","","","54","54","Travel expert mode."
"2026-03-09T18:01:11.2073171Z","translate","translet","seed-58","","Please translate a travel phrase for Goa into ta.","Translated output for Goa in ta.","","Goa","","hi","ta","49","32","Google Cloud Translation request."
"2026-03-09T18:43:11.2073171Z","plan","planner","seed-59","","Plan a 7 day trip to Mumbai by Train.","Planner output for Mumbai with budget and route guidance.","Chennai","Mumbai","Train","","","37","57","Trip planning action."
"2026-03-09T19:25:11.2073171Z","chat","chat","seed-59","trip","Tell me about Kochi and nearby food in trip mode.","Trip-aware answer for Kochi with itinerary details.","","Kochi","","","","49","51","Trip context enabled."
"2026-03-09T20:07:11.2073171Z","translate","translet","seed-59","","Please translate a travel phrase for Varanasi into ml.","Translated output for Varanasi in ml.","","Varanasi","","ta","ml","54","37","Translet page usage."
"2026-03-09T20:49:11.2073171Z","plan","planner","seed-60","","Plan a 3 day trip to Goa by Train.","Planner output for Goa with budget and route guidance.","Bengaluru","Goa","Train","","","34","54","Planner route generated."
"2026-03-09T21:31:11.2073171Z","chat","chat","seed-60","expert","Tell me about Mumbai and nearby food in expert mode.","Expert advice for Mumbai without saved trip context.","","Mumbai","","","","52","52","Travel expert mode."
"2026-03-09T22:13:11.2073171Z","translate","translet","seed-60","","Please translate a travel phrase for Kochi into ur.","Translated output for Kochi in ur.","","Kochi","","ml","ur","51","34","Google Cloud Translation request."
"2026-03-09T22:55:11.2073171Z","plan","planner","seed-61","","Plan a 6 day trip to Varanasi by Train.","Planner output for Varanasi with budget and route guidance.","Chennai","Varanasi","Train","","","39","59","Trip planning action."
"2026-03-09T23:37:11.2073171Z","chat","chat","seed-61","trip","Tell me about Goa and nearby food in trip mode.","Trip-aware answer for Goa with itinerary details.","","Goa","","","","47","49","Trip context enabled."
"2026-03-10T00:19:11.2073171Z","translate","translet","seed-61","","Please translate a travel phrase for Mumbai into kok.","Translated output for Mumbai in kok.","","Mumbai","","en","kok","53","36","Translet page usage."
"2026-03-10T01:01:11.2073171Z","plan","planner","seed-62","","Plan a 2 day trip to Kochi by Train.","Planner output for Kochi with budget and route guidance.","Bengaluru","Kochi","Train","","","36","56","Planner route generated."
"2026-03-10T01:43:11.2073171Z","chat","chat","seed-62","expert","Tell me about Varanasi and nearby food in expert mode.","Expert advice for Varanasi without saved trip context.","","Varanasi","","","","54","54","Travel expert mode."
"2026-03-10T02:25:11.2073171Z","translate","translet","seed-62","","Please translate a travel phrase for Goa into bn.","Translated output for Goa in bn.","","Goa","","bn","bn","49","32","Google Cloud Translation request."
"2026-03-10T03:07:11.2073171Z","plan","planner","seed-63","","Plan a 5 day trip to Mumbai by Train.","Planner output for Mumbai with budget and route guidance.","Chennai","Mumbai","Train","","","37","57","Trip planning action."
"2026-03-10T03:49:11.2073171Z","chat","chat","seed-63","trip","Tell me about Kochi and nearby food in trip mode.","Trip-aware answer for Kochi with itinerary details.","","Kochi","","","","49","51","Trip context enabled."
"2026-03-10T04:31:11.2073171Z","translate","translet","seed-63","","Please translate a travel phrase for Varanasi into kn.","Translated output for Varanasi in kn.","","Varanasi","","kn","kn","54","37","Translet page usage."
"2026-03-10T05:13:11.2073171Z","plan","planner","seed-64","","Plan a 8 day trip to Goa by Train.","Planner output for Goa with budget and route guidance.","Bengaluru","Goa","Train","","","34","54","Planner route generated."
"2026-03-10T05:55:11.2073171Z","chat","chat","seed-64","expert","Tell me about Mumbai and nearby food in expert mode.","Expert advice for Mumbai without saved trip context.","","Mumbai","","","","52","52","Travel expert mode."
"2026-03-10T06:37:11.2073171Z","translate","translet","seed-64","","Please translate a travel phrase for Kochi into pa.","Translated output for Kochi in pa.","","Kochi","","auto","pa","51","34","Google Cloud Translation request."
"2026-03-10T07:19:11.2073171Z","plan","planner","seed-65","","Plan a 4 day trip to Varanasi by Train.","Planner output for Varanasi with budget and route guidance.","Chennai","Varanasi","Train","","","39","59","Trip planning action."
"2026-03-10T08:01:11.2073171Z","chat","chat","seed-65","trip","Tell me about Goa and nearby food in trip mode.","Trip-aware answer for Goa with itinerary details.","","Goa","","","","47","49","Trip context enabled."
"2026-03-10T08:43:11.2073171Z","translate","translet","seed-65","","Please translate a travel phrase for Mumbai into as.","Translated output for Mumbai in as.","","Mumbai","","mr","as","52","35","Translet page usage."
"2026-03-10T09:25:11.2073171Z","plan","planner","seed-66","","Plan a 7 day trip to Kochi by Train.","Planner output for Kochi with budget and route guidance.","Bengaluru","Kochi","Train","","","36","56","Planner route generated."
"2026-03-10T10:07:11.2073171Z","chat","chat","seed-66","expert","Tell me about Varanasi and nearby food in expert mode.","Expert advice for Varanasi without saved trip context.","","Varanasi","","","","54","54","Travel expert mode."
"2026-03-10T10:49:11.2073171Z","translate","translet","seed-66","","Please translate a travel phrase for Goa into mr.","Translated output for Goa in mr.","","Goa","","te","mr","49","32","Google Cloud Translation request."
"2026-03-10T11:31:11.2073171Z","plan","planner","seed-67","","Plan a 3 day trip to Mumbai by Train.","Planner output for Mumbai with budget and route guidance.","Chennai","Mumbai","Train","","","37","57","Trip planning action."
"2026-03-10T12:13:11.2073171Z","chat","chat","seed-67","trip","Tell me about Kochi and nearby food in trip mode.","Trip-aware answer for Kochi with itinerary details.","","Kochi","","","","49","51","Trip context enabled."
